#ell ratio std
1.018234e+02 9.990665e-01 9.751367e-03
1.440000e+02 9.982527e-01 1.371811e-02
1.609969e+02 9.978590e-01 8.918034e-03
2.187537e+02 9.963270e-01 9.382058e-03
2.843995e+02 9.947814e-01 1.030451e-02
3.593011e+02 9.929975e-01 1.080919e-02
4.461363e+02 9.913266e-01 1.171437e-02
5.627012e+02 9.886281e-01 1.164973e-02
7.130505e+02 9.848846e-01 1.231210e-02
8.923582e+02 9.797466e-01 1.246797e-02
1.056544e+03 9.746327e-01 1.401440e-02
1.192623e+03 9.702044e-01 1.416104e-02
1.335852e+03 9.652696e-01 1.431723e-02
1.497288e+03 9.596349e-01 1.456952e-02
1.681971e+03 9.532159e-01 1.414494e-02
1.888175e+03 9.450375e-01 1.388738e-02
2.119545e+03 9.360951e-01 1.368458e-02
2.377310e+03 9.260971e-01 1.341628e-02
2.668762e+03 9.142729e-01 1.285501e-02
2.993712e+03 9.023326e-01 1.254341e-02
3.359343e+03 8.896767e-01 1.184772e-02
3.770991e+03 8.765937e-01 1.121854e-02
4.229178e+03 8.639762e-01 1.087991e-02
4.744167e+03 8.520995e-01 1.073172e-02
5.324426e+03 8.410969e-01 1.024066e-02
5.972264e+03 8.315713e-01 9.673424e-03
6.700116e+03 8.244555e-01 9.497817e-03
7.519867e+03 8.185734e-01 9.107423e-03
8.436568e+03 8.141732e-01 8.342130e-03
9.465563e+03 8.119332e-01 8.153388e-03
